Question,Response,Key,Averages,Medians,Other_scores,pred
Briefly describe in one sentence how does merge sort work? <STOP>,Merge sort takes an array and splits it in half and sends each half back to itself recursively and merges and sorts the two halves when it starts going back up. <STOP>,"It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays. <STOP>",5.0,10.0,10.0,0.8929435014724731
Briefly describe in one sentence how does merge sort work? <STOP>,"merge sort splits an array into two halves and then sorts the two smaller arrays, and then merges them back together to form a sorted array <STOP>","It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays. <STOP>",5.0,10.0,10.0,0.9497334957122803
Briefly describe in one sentence how does merge sort work? <STOP>,"the merge sort continually divides the array -LRB- or set of containers -RRB- into halves, until it reaches the point where there is just one element left, then merges each of the sets of two sorted arrays -LRB- containers -RRB- . <STOP>","It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays. <STOP>",5.0,10.0,10.0,0.8543369770050049
Briefly describe in one sentence how does merge sort work? <STOP>,merge sort splits an array of elements into smaller and smaller array 's till the value of 1 is reached. <STOP>,"It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays. <STOP>",4.0,5.0,10.0,0.8033533096313477
What is a pointer? <STOP>,A variable in memory that hold the address of another memory location to which it points too <STOP>,The address of a location in memory. <STOP>,5.0,10.0,10.0,0.9338207244873047
What is a pointer? <STOP>,A pointer is a variable that contains the memory address of a given value. <STOP>,The address of a location in memory. <STOP>,5.0,9.0,10.0,0.8815097808837891
What is a pointer? <STOP>,A pointer is a variable that stores the address of another variable. <STOP>,The address of a location in memory. <STOP>,5.0,10.0,10.0,0.851334810256958
What is a pointer? <STOP>,A pointer is a variable that holds a memory address or location of another variable. <STOP>,The address of a location in memory. <STOP>,5.0,10.0,10.0,0.861004114151001
What is a pointer? <STOP>,A data type that points to an address in memory which contains certain information. <STOP> Used for pass-by-reference to save memory. <STOP>,The address of a location in memory. <STOP>,5.0,10.0,10.0,0.8577147722244263
What is a pointer? <STOP>,a pointer points to a location in memory of a certain data type <STOP>,The address of a location in memory. <STOP>,5.0,9.0,10.0,0.8786624670028687
What is a pointer? <STOP>,A pointer is a variable that points to the address location of another variable. <STOP> Represented by -LRB- STAR -RRB- . <STOP>,The address of a location in memory. <STOP>,5.0,10.0,10.0,0.7836374044418335
What is a pointer? <STOP>,A pointer is a variable that holds the address of a given variable -LRB- and of a given data type -RRB- <STOP>,The address of a location in memory. <STOP>,5.0,10.0,10.0,0.7734935283660889
What is a pointer? <STOP>,pointer is a programming data type whose value points to another value stored in computer memory by its address. <STOP>,The address of a location in memory. <STOP>,5.0,10.0,10.0,0.8330889940261841
What is a pointer? <STOP>,A data type that points to a specific memory address. <STOP>,The address of a location in memory. <STOP>,5.0,10.0,10.0,0.911495566368103
What is a pointer? <STOP>,Its like a variable except it only holds the address in memory of the variable not the physical information. <STOP>,The address of a location in memory. <STOP>,5.0,10.0,10.0,0.8545488119125366
What is a pointer? <STOP>,a pointer is a reference to a memory location. <STOP>,The address of a location in memory. <STOP>,5.0,10.0,10.0,0.8745126724243164
What is a pointer? <STOP>,A pointer is an alias to an object in memory. <STOP>,The address of a location in memory. <STOP>,4.0,7.0,8.5,0.8167260885238647
What is a pointer? <STOP>,"A pointer is a variable that contains a memory address for something that you can use, such as a value, array, or even a function. <STOP>",The address of a location in memory. <STOP>,5.0,10.0,10.0,0.837120771408081
